Codice,NumeroDiPiani,Proprieta,AnnoDiCostruzione,Costruzione,PercentualeUtilizzo,Uso,Posizione,CateneCordoli,Regione,Latitudine,Longitudine,Agibilita,Provincia,Comune
CASO_0024_773+,4 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1997599662671,10.1764136527659,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_438+,4 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1996725312852,10.1761616215558,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00216,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2020876763287,10.1511794652829,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00192,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2019189928118,10.1500498253007,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00063,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2028977842173,10.1511952379193,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00175,4 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2016590277172,10.1490435681825,C,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00182,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.201834017411,10.1495475706432,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00002,3 Piani,pubblico,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2064069894157,10.1513887292541,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00083,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2028052505442,10.151443741322,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00087,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2025326923979,10.15168873736,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00198,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2020964977121,10.1503035798637,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00145,2 Piani,privato,Ante_1919,Strutture_in_muratura,Abbandonato,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2018440840992,10.1485465624247,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00124,4 Piani,privato,Ante_1919,Strutture_in_muratura,Non_utilizzato,Deposito,1_Isolato,Senza catene e cordoli,Toscana,44.2020115234498,10.1498013233507,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00618,2 Piani,privato,Dal_1919_al_1945,Con_telaio_in_cemento_armato,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2167193741976,10.1731209280377,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_625+,3 Piani,privato,Dal_1991_al_2001,Con_telaio_in_cemento_armato,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2175756477335,10.168631309614,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00218,4 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2168235124891,10.1717459911066,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00219,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2169096723457,10.1721232466004,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_01016,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2013453330774,10.1798242283162,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00229,2 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2168119550804,10.1728724015081,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00619,2 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiAngolo,Con catene e cordoli,Toscana,44.2166357866186,10.1724933597605,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00229,3 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiAngolo,Senza catene e cordoli,Toscana,44.2168119550804,10.1728724015081,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00624,3 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2169032508576,10.1727490310681,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00236,2 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2167296501595,10.1721196760386,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_A,3 Piani,pubblico,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2167219440106,10.1728706150879,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00144,3 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2171191894127,10.1692481971994,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00216,2 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2168209451357,10.1719963045874,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00153,2 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2173828171255,10.1698793301927,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00674,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiAngolo,Con catene e cordoli,Toscana,44.21784312072,10.1688869677737,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00218,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiAngolo,Con catene e cordoli,Toscana,44.2168235124891,10.1717459911066,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00206,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2143464089988,10.1849656347353,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00213,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2142551002515,10.1850889807606,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00216,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2168209451357,10.1719963045874,C,MASSA-CARRARA,Casola in Lunigiana
CASO_0016_00134,3 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2181086506093,10.1954314206214,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00509,3 Piani,privato,Ante_1919,Con_telaio_in_cemento_armato,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2175410590904,10.1980487960625,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00538,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2185337961779,10.1978185512647,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00205,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2178984749767,10.1983064110873,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00217,4 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2176310693274,10.1980506208899,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00277,2 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2174536733153,10.1977966574511,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00539,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2182637654823,10.1978130776965,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00544,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1821482828761,10.155420483958,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00562,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Uffici,DiEstremita,Senza catene e cordoli,Toscana,44.1818757163459,10.1556653778817,C,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00202,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Meno_del_30,Abitativo,DiAngolo,Con catene e cordoli,Toscana,44.2179884851996,10.1983082363298,C,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00197,4 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2180811204903,10.1980597451542,C,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00190,4 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2181698182482,10.1981867284408,C,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00581,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1818681230662,10.156415878765,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00282,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2173584136082,10.1982954598107,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0016_00200,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.214120875093,10.1893422886263,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00523,4 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Tra_30_e_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1825983437338,10.1554292726268,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00200,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Abbandonato,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2180771826808,10.1984352197814,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00806,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Deposito,DiEstremita,Con catene e cordoli,Toscana,44.182413258757,10.1559260957211,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00620,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2115716402874,10.1834079527292,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0027_00229,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1921491344022,10.1897762981162,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0027_00291,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1907937588384,10.1902495431399,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0027_00288,4 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.1907976678477,10.1898742406521,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0027_00426,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Commercio,DiAngolo,Senza catene e cordoli,Toscana,44.1905315427949,10.189493507796,C,MASSA-CARRARA,Casola in Lunigiana
CASO_0027_00227,3 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1918817068089,10.1895206600169,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00525,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.174757094645,10.1826715777363,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00451,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.218168505641,10.1983118868404,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0017_00527,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiAngolo,Senza catene e cordoli,Toscana,44.2147389252421,10.1991185908268,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00529,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1745848365407,10.1819175789483,C,MASSA-CARRARA,Casola in Lunigiana
CASO_0035_00552,3 Piani,privato,Ante_1919,Strutture_in_muratura,Abbandonato,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1745809547903,10.1822927796758,F,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00111,3 Piani,privato,Ante_1919,Strutture_in_muratura,Abbandonato,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1900361326349,10.1499438986394,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0016_00356,2 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,,Toscana,44.2149361802989,10.1888579832101,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00330,4 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2115755282562,10.1830325173869,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00331,4 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,,Toscana,44.2114816294757,10.183406150589,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00732,4 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,,Toscana,44.2139442855478,10.1803260573149,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00081,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1904811563452,10.1504530558487,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00013,3 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,,Toscana,44.1911987343239,10.1507172683158,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00128,2 Piani,privato,Dal_1919_al_1945,Con_telaio_in_cemento_armato,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1902973524831,10.1508248591589,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00060,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1906586612108,10.1507067618044,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0025_00237,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,,Toscana,44.1927402755862,10.149621077951,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00410,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1967175738662,10.156956489841,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00372,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiAngolo,Senza catene e cordoli,Toscana,44.2110250928269,10.1840228597009,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00346,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.211212893142,10.1832755998751,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00638,3 Piani,privato,Dal_1962_al_1971,Con_telaio_in_acciaio,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1906687360553,10.1497059431616,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0025_00102,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiAngolo,Con catene e cordoli,Toscana,44.193751276111,10.1294942566524,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00395,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Tra_30_e_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2106728281895,10.1832647885046,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_125+,3 Piani,privato,Dal_1982_al_1991,Con_telaio_in_cemento_armato,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2173892229483,10.1692535400043,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00674,3 Piani,privato,Post_2001,Con_telaio_in_cemento_armato,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.21784312072,10.1688869677737,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00492,4 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,,Toscana,44.2163914127845,10.1699848857078,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00664,4 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2173661459465,10.1715063837103,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00135,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2172079197103,10.1693751357992,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0016_00095,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2186735690453,10.1930643131422,B,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00715,2 Piani,privato,Dal_1919_al_1945,Con_telaio_in_cemento_armato,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1903061693,10.1499491482613,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00177,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1901085046231,10.1516970645717,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00112,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1899448612917,10.1500672496018,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00759,4 Piani,privato,Dal_1982_al_1991,Con_telaio_in_cemento_armato,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1834122473557,10.1550698324428,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00176,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Abbandonato,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1901085046231,10.1516970645717,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00166,2 Piani,privato,Ante_1919,Strutture_in_muratura,Tra_30_e_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1901997777006,10.1515737158253,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0029_00120,2 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1901223670677,10.1503209520827,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_00121,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2021786678963,10.1775881358098,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0024_01046,4 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2002216113672,10.175296514024,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00357,2 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2108619186687,10.1823923869551,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0015_00420,3 Piani,privato,Dal_1972_al_1981,Con_telaio_in_cemento_armato,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.21127695563,10.1857802908856,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0016_00199,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2141221777795,10.1892171383909,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00132,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,,Toscana,44.2173004925205,10.169126601189,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00160,2 Piani,privato,Post_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2015740478488,10.1485413170972,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00887,2 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2016653176453,10.1484179398485,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00130,3 Piani,privato,Ante_1919,Con_telaio_in_cemento_armato,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2020153003312,10.1494259442363,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0022_00131,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2020165590177,10.1493008178485,A,MASSA-CARRARA,Casola in Lunigiana
CASO_0016_00200,2 Piani,privato,Ante_1919,Strutture_in_muratura,Tra_30_e_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.214120875093,10.1893422886263,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00646,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Tra_30_e_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2174792341239,10.1692553209559,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00066,4 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2179151923814,10.1706409765573,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00066,4 Piani,privato,Ante_1919,Strutture_in_muratura,Non_utilizzato,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2179151923814,10.1706409765573,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0014_00064,2 Piani,privato,Ante_1919,Strutture_in_muratura,Non_utilizzato,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2181865080424,10.1705211661894,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00188,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Non_utilizzato,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2292202947404,10.2089283644447,E,MASSA-CARRARA,Casola in Lunigiana
CASO_0008_00191,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2291316095405,10.2088013411638,E,MASSA-CARRARA,Casola in Lunigiana
